C5	-3.0	-3.0	-0.000434511774018	-2.35723596681	-2.57149064454	-2.78574532227	-2.57149064454	-0.000434511774018	-3.0	-2.78574532227	-2.57149064454	-2.57149064454	-2.78574532227	-2.78574532227	-2.78574532227	-3.0	-2.78574532227	-2.57149064454	-1.28596257816	-4.08735661116	-8.81104902908	-8.78706434849	-6.50094833152	-4.31031828731	-3.57727066996	-6.59988182999	-0.000956935649091	-5.49239776559	-8.08985176598	-4.00397236301	-6.391817473	-4.23358343463	-7.07740531702	-3.67388134062	-4.39858215327	-6.06529455073	-4.52298009248	-2.86610996601
C12	-3.0	-3.0	-0.000434511774018	-0.000434511774018	-1.80017380471	-3.0	-3.0	-2.40008690235	-3.0	-3.0	-2.40008690235	-3.0	-3.0	-3.0	-2.40008690235	-3.0	-3.0	-1.20026070706	-0.000434511774018	-3.34456765115	-4.81318487555	-7.11191996135	-0.00912682112337	-2.94391880297	-3.77248607486	-2.49671606246	-3.35346492691	-4.33846557914	-4.77420499379	-3.11431205107	-2.84293024973	-6.70249554651	-5.32712295946	-2.69094501481	-2.12150175815	-4.54673518546	-2.72938637114	-2.78773779927
C13	-3.0	-3.0	-0.000434511774018	-1.61558515928	-2.07705677285	-2.76926419321	-2.30779257964	-3.0	-3.0	-2.76926419321	-2.53852838643	-0.000434511774018	-3.0	-2.76926419321	-2.53852838643	-3.0	-2.76926419321	-2.30779257964	-0.92337773892	-2.38611379993	-7.11309379177	-7.58468603151	-4.12765023242	-1.59103455489	-3.42526401011	-1.92327583621	-3.77806440017	-4.48074970016	-5.75382652312	-2.34593999179	-0.0380509540072	-1.64562453264	-6.39576746496	-4.25283687553	-3.99384641985	-4.94700996174	-2.15950685308	-2.13479472155
C1	-3.0	-3.0	-0.000434511774018	-1.73095306267	-1.96168886946	-2.88463209661	-2.65389628982	-2.53852838643	-3.0	-2.88463209661	-2.53852838643	-2.65389628982	-2.76926419321	-2.65389628982	-2.53852838643	-2.88463209661	-2.88463209661	-2.19242467625	-0.000434511774018	-3.74420424411	-7.52673351772	-5.67622623462	-2.91281863516	-3.3894484241	-4.93471539208	-3.10083635852	-3.84121548228	-5.63902433324	-3.01149544481	-3.49103014972	-3.99505128751	-3.83624843346	-3.70824054903	-4.1152035036	-4.16871073885	-3.55451411528	-2.37802236389	-0.00397630759225
C15	-3.0	-3.0	-0.000434511774018	-1.50021725589	-1.50021725589	-3.0	-3.0	-3.0	-3.0	-0.000434511774018	-3.0	-2.50007241863	-2.50007241863	-3.0	-3.0	-3.0	-3.0	-2.00014483726	-0.000434511774018	-1.34583790275	-5.56144815854	-6.3835024306	-2.71625339551	-1.48721291115	-3.28588576415	-2.15514337072	-2.56810093601	-3.38023799508	-0.405855057	-1.42361718068	-3.01603470768	-3.29620925543	-3.96149110798	-0.644353120039	-0.94352584704	-4.55782606937	-1.30071307635	-1.06066548662
C2	-3.0	-3.0	-0.176879540493	-2.1177748564	-2.47066491384	-0.176879540493	-2.82355497128	-2.64710994256	-3.0	-2.82355497128	-2.64710994256	-2.82355497128	-2.82355497128	-2.82355497128	-2.82355497128	-3.0	-2.82355497128	-1.76488479897	-0.88265965537	-3.1363563003	-6.65110841532	-6.17042274695	-6.17375621707	-3.2568602537	-0.250376424116	-4.18340497845	-3.10401804821	-4.03725087792	-6.32191476272	-3.53296265383	-5.37170133724	-3.36443094754	-4.92733925691	-5.18525646682	-4.03789343768	-5.82904784729	-4.84795968261	-3.52320096985
C14	-3.0	-3.0	-0.000434511774018	-2.14298128908	-2.57149064454	-2.78574532227	-2.78574532227	-2.57149064454	-3.0	-3.0	-2.35723596681	-2.78574532227	-2.57149064454	-3.0	-2.78574532227	-3.0	-2.57149064454	-0.000434511774017	-1.50021725589	-3.5279255041	-9.04422664969	-6.7049367539	-5.24153246527	-3.71591909868	-5.33573043648	-6.05870974615	-4.42069782268	-5.59214869854	-6.48711557562	-4.72339575222	-4.73328158288	-3.68068361397	-6.35428207873	-3.78778042417	-5.89661367583	-6.8809850856	-0.00132618667588	-2.67843884963
C10	-3.0	-3.0	-0.000434511774018	-3.0	-2.25010862794	-2.62505431397	-3.0	-2.62505431397	-3.0	-3.0	-2.62505431397	-3.0	-0.000434511774018	-2.62505431397	-2.62505431397	-3.0	-3.0	-2.62505431397	-2.25010862794	-3.85670409288	-9.13676043722	-8.81072590479	-9.47387016509	-4.43691423125	-3.87461633953	-5.52392520708	-4.29327795153	-5.76246882843	-7.97681340993	-3.39816372794	-4.95320448425	-0.00121424607087	-7.04222754965	-5.19759575312	-7.19022420188	-6.7738410566	-4.4453400632	-2.70461985182
C9	-3.0	-3.0	-0.000434511774018	-2.57149064454	-1.92872661135	-2.78574532227	-2.78574532227	-2.78574532227	-3.0	-2.78574532227	-2.35723596681	-2.78574532227	-2.57149064454	-2.78574532227	-0.000434511774017	-3.0	-2.78574532227	-2.57149064454	-1.71447193362	-3.65549769278	-9.51734075932	-7.92905383755	-5.25665018543	-4.48987608421	-5.92781997757	-5.07049218075	-3.15359917127	-5.4467846986	-4.84280624552	-2.99873803832	-6.45719697276	-3.83025505023	-4.93972911098	-0.00248168701785	-4.30994220717	-6.58097990003	-2.79940391764	-2.71893480082
C3	-3.0	-3.0	-0.000434511774018	-2.30779257964	-2.30779257964	-2.53852838643	-2.76926419321	-2.76926419321	-3.0	-2.76926419321	-0.000434511774018	-2.76926419321	-2.53852838643	-2.76926419321	-2.76926419321	-3.0	-2.76926419321	-2.30779257964	-1.38484935249	-4.02907414058	-8.67571342819	-8.37793007476	-5.59584218829	-4.57767449383	-4.32712941613	-3.82325489636	-4.37533535713	-5.71838038999	-6.44917383323	-0.000557122717815	-4.8933977891	-3.74049929659	-6.55637720584	-3.91732590947	-3.79582844794	-5.32561289367	-4.94993747576	-3.37081984238
